0.0 	: 64.58385913648208 	 ... Pass? False
100.0 	: 65.61120945160064 	 ... Pass? False
200.0 	: 65.95851274532968 	 ... Pass? False
300.0 	: 66.81512616616155 	 ... Pass? False
400.0 	: 65.0357887046629 	 ... Pass? False
500.0 	: 68.05702480927278 	 ... Pass? False
600.0 	: 65.3098374426985 	 ... Pass? False
700.0 	: 68.03533937341773 	 ... Pass? False
800.0 	: 64.66925334557776 	 ... Pass? False
900.0 	: 66.94443211239637 	 ... Pass? False
1000.0 	: 69.95684081897005 	 ... Pass? False
1100.0 	: 61.98931522845744 	 ... Pass? False
1200.0 	: 56.44503305247143 	 ... Pass? False
1300.0 	: 53.87262772363249 	 ... Pass? False
1400.0 	: 52.84110166086634 	 ... Pass? False
1500.0 	: 48.96160434694765 	 ... Pass? False
1600.0 	: 51.05930118021601 	 ... Pass? False
1700.0 	: 44.71958209684665 	 ... Pass? False
1800.0 	: 39.215105867075025 	 ... Pass? False
1900.0 	: 41.670713667778486 	 ... Pass? False
2000.0 	: 39.54126639943294 	 ... Pass? False
2100.0 	: 40.999538066968015 	 ... Pass? False
2200.0 	: 42.495416170572184 	 ... Pass? False
2300.0 	: 35.882225880153555 	 ... Pass? False
2400.0 	: 35.21685716830817 	 ... Pass? False
2500.0 	: 37.03478013611351 	 ... Pass? False
2600.0 	: 37.161414072008625 	 ... Pass? False
2700.0 	: 39.55457994854574 	 ... Pass? False
2800.0 	: 38.715972520552654 	 ... Pass? False
2900.0 	: 36.17590438739583 	 ... Pass? False
3000.0 	: 35.09006211272167 	 ... Pass? False
3100.0 	: 37.78032505613608 	 ... Pass? False
3200.0 	: 37.439880500637415 	 ... Pass? False
3300.0 	: 38.05260785665932 	 ... Pass? False
3400.0 	: 37.26651887701091 	 ... Pass? False
3500.0 	: 30.882849723260406 	 ... Pass? False
3600.0 	: 31.348878914501654 	 ... Pass? False
3700.0 	: 33.02598386646416 	 ... Pass? False
3800.0 	: 27.946976908883443 	 ... Pass? False
3900.0 	: 30.043954966120097 	 ... Pass? False
4000.0 	: 32.63942863037143 	 ... Pass? False
4100.0 	: 34.72915144669214 	 ... Pass? False
4200.0 	: 34.81711802802141 	 ... Pass? False
4300.0 	: 33.48043845517701 	 ... Pass? False
4400.0 	: 36.45165941837361 	 ... Pass? False
4500.0 	: 34.5687691634416 	 ... Pass? False
4600.0 	: 30.552674202773204 	 ... Pass? False
4700.0 	: 31.15986200866209 	 ... Pass? False
4800.0 	: 31.202280026872828 	 ... Pass? False
4900.0 	: 33.00189940017661 	 ... Pass? False
5000.0 	: 41.87369283845885 	 ... Pass? False
5100.0 	: 40.82067781572016 	 ... Pass? False
5200.0 	: 44.18786891841653 	 ... Pass? False
5300.0 	: 35.59426086668225 	 ... Pass? False
5400.0 	: 37.553474789438894 	 ... Pass? False
5500.0 	: 35.41991006312814 	 ... Pass? False
5600.0 	: 35.941634365952424 	 ... Pass? False
5700.0 	: 35.52228584551301 	 ... Pass? False
5800.0 	: 30.621483276020783 	 ... Pass? False
5900.0 	: 28.740633780803094 	 ... Pass? False
6000.0 	: 34.00703380916593 	 ... Pass? False
6100.0 	: 38.068651887830626 	 ... Pass? False
6200.0 	: 44.58687470889963 	 ... Pass? False
6300.0 	: 43.19917697570472 	 ... Pass? False
6400.0 	: 45.604705274834345 	 ... Pass? False
6500.0 	: 39.719027890620254 	 ... Pass? False
6600.0 	: 44.291730477205036 	 ... Pass? False
6700.0 	: 41.019237114543955 	 ... Pass? False
6800.0 	: 42.115744707071855 	 ... Pass? False
6900.0 	: 41.68074925286881 	 ... Pass? False
7000.0 	: 41.74520708135043 	 ... Pass? False
7100.0 	: 46.99462121221812 	 ... Pass? False
7200.0 	: 50.325784560788904 	 ... Pass? False
7300.0 	: 49.2133133940702 	 ... Pass? False
7400.0 	: 47.224878854613294 	 ... Pass? False
7500.0 	: 50.06912398204872 	 ... Pass? False
7600.0 	: 47.29156049708807 	 ... Pass? False
7700.0 	: 49.57185624540969 	 ... Pass? False
7800.0 	: 49.28428575598116 	 ... Pass? False
7900.0 	: 50.901005095196965 	 ... Pass? False
8000.0 	: 53.6914747305193 	 ... Pass? False
8100.0 	: 51.06891485544082 	 ... Pass? False
8200.0 	: 51.4561189220007 	 ... Pass? False
8300.0 	: 52.22841719371195 	 ... Pass? False
8400.0 	: 52.993512674953195 	 ... Pass? False
8500.0 	: 55.46132265937163 	 ... Pass? False
8600.0 	: 57.66159101092521 	 ... Pass? False
8700.0 	: 55.77170674177509 	 ... Pass? False
8800.0 	: 56.98752182141516 	 ... Pass? False
8900.0 	: 52.87474333842182 	 ... Pass? False
9000.0 	: 49.87162497767474 	 ... Pass? False
9100.0 	: 51.40153222432282 	 ... Pass? False
9200.0 	: 45.59702220546721 	 ... Pass? False
9300.0 	: 52.529287295842025 	 ... Pass? False
9400.0 	: 51.27255300781083 	 ... Pass? False
9500.0 	: 54.312188315911584 	 ... Pass? False
9600.0 	: 59.01657667959904 	 ... Pass? False
9700.0 	: 57.12831313535051 	 ... Pass? False
9800.0 	: 54.68619911118881 	 ... Pass? False
9900.0 	: 56.1249936822942 	 ... Pass? False
10000.0 	: 52.89905521567212 	 ... Pass? False
10100.0 	: 55.79247335757462 	 ... Pass? False
10200.0 	: 52.570114640701135 	 ... Pass? False
10300.0 	: 54.69556201945535 	 ... Pass? False
10400.0 	: 52.12632164593856 	 ... Pass? False
10500.0 	: 53.709678070868875 	 ... Pass? False
10600.0 	: 55.396823344940216 	 ... Pass? False
10700.0 	: 55.10679409617575 	 ... Pass? False
10800.0 	: 52.734202003457526 	 ... Pass? False
10900.0 	: 53.93866066538736 	 ... Pass? False
11000.0 	: 57.96129252475254 	 ... Pass? False
11100.0 	: 54.2343309187784 	 ... Pass? False
11200.0 	: 51.75434537692307 	 ... Pass? False
11300.0 	: 56.70915680938175 	 ... Pass? False
11400.0 	: 57.879678856336966 	 ... Pass? False
11500.0 	: 57.8332289935132 	 ... Pass? False
11600.0 	: 67.57472063155777 	 ... Pass? False
11700.0 	: 59.448023983176455 	 ... Pass? False
11800.0 	: 57.504065724751285 	 ... Pass? False
11900.0 	: 62.81407762103794 	 ... Pass? False
12000.0 	: 62.63763782844599 	 ... Pass? False
12100.0 	: 60.33388558552993 	 ... Pass? False
