100.0 	: 61.04173185798544 	 ... Pass? False
200.0 	: 58.816467725887804 	 ... Pass? False
300.0 	: 63.28968615859641 	 ... Pass? False
400.0 	: 54.37480729603334 	 ... Pass? False
500.0 	: 54.41553865085788 	 ... Pass? False
600.0 	: 55.844777020180544 	 ... Pass? False
700.0 	: 61.04846940969833 	 ... Pass? False
800.0 	: 58.37498197334634 	 ... Pass? False
900.0 	: 65.5015131749615 	 ... Pass? False
1000.0 	: 69.06358473223753 	 ... Pass? False
1100.0 	: 69.08855157766604 	 ... Pass? False
1200.0 	: 65.43194210274005 	 ... Pass? False
1300.0 	: 65.82437665173487 	 ... Pass? False
1400.0 	: 60.30737431777155 	 ... Pass? False
1500.0 	: 59.80925892738745 	 ... Pass? False
1600.0 	: 63.41049326882748 	 ... Pass? False
1700.0 	: 56.32639422996047 	 ... Pass? False
1800.0 	: 59.31533777117656 	 ... Pass? False
1900.0 	: 61.563415042204156 	 ... Pass? False
2000.0 	: 59.677299747126966 	 ... Pass? False
2100.0 	: 60.72010751703351 	 ... Pass? False
2200.0 	: 57.62008849189215 	 ... Pass? False
2300.0 	: 62.722536613694615 	 ... Pass? False
2400.0 	: 68.62329671796803 	 ... Pass? False
2500.0 	: 69.4151699898381 	 ... Pass? False
2600.0 	: 65.27591906278315 	 ... Pass? False
2700.0 	: 60.26791203977292 	 ... Pass? False
2800.0 	: 59.382196749129974 	 ... Pass? False
2900.0 	: 60.64450121567074 	 ... Pass? False
3000.0 	: 67.10572477990553 	 ... Pass? False
3100.0 	: 75.199872643607 	 ... Pass? False
3200.0 	: 76.99384919845488 	 ... Pass? False
3300.0 	: 75.36209222453786 	 ... Pass? False
3400.0 	: 74.4383281554105 	 ... Pass? False
3500.0 	: 72.90759905205397 	 ... Pass? False
3600.0 	: 71.67558792686836 	 ... Pass? False
3700.0 	: 73.2708815151951 	 ... Pass? False
3800.0 	: 86.33750461477865 	 ... Pass? False
3900.0 	: 70.065042681623 	 ... Pass? False
4000.0 	: 73.29655618882876 	 ... Pass? False
4100.0 	: 66.41697159457118 	 ... Pass? False
4200.0 	: 62.427068669702095 	 ... Pass? False
4300.0 	: 69.98362602140051 	 ... Pass? False
4400.0 	: 66.11465439280384 	 ... Pass? False
4500.0 	: 64.35252736417989 	 ... Pass? False
4600.0 	: 61.202482455048084 	 ... Pass? False
4700.0 	: 59.811513691126706 	 ... Pass? False
4800.0 	: 59.81553782699905 	 ... Pass? False
4900.0 	: 58.58347455204628 	 ... Pass? False
5000.0 	: 61.93303122257126 	 ... Pass? False
5100.0 	: 65.6314575375068 	 ... Pass? False
5200.0 	: 64.81987107628737 	 ... Pass? False
5300.0 	: 69.52984664070462 	 ... Pass? False
5400.0 	: 74.01765467703396 	 ... Pass? False
5500.0 	: 71.19511458960062 	 ... Pass? False
5600.0 	: 87.62423531248189 	 ... Pass? False
5700.0 	: 90.10686439434797 	 ... Pass? False
5800.0 	: 82.7533036038737 	 ... Pass? False
5900.0 	: 84.14091863700918 	 ... Pass? False
6000.0 	: 84.10827946598062 	 ... Pass? False
6100.0 	: 81.97588401475286 	 ... Pass? False
6200.0 	: 86.17319538640236 	 ... Pass? False
6300.0 	: 88.08801534861944 	 ... Pass? False
6400.0 	: 67.74205919057364 	 ... Pass? False
6500.0 	: 87.9582620549281 	 ... Pass? False
6600.0 	: 80.74042118328931 	 ... Pass? False
6700.0 	: 83.7136522486356 	 ... Pass? False
6800.0 	: 78.76897985828492 	 ... Pass? False
6900.0 	: 80.34584013874988 	 ... Pass? False
7000.0 	: 77.07696686860011 	 ... Pass? False
7100.0 	: 74.23736732385821 	 ... Pass? False
7200.0 	: 76.76709869399622 	 ... Pass? False
7300.0 	: 74.17382831915556 	 ... Pass? False
7400.0 	: 69.32679921208323 	 ... Pass? False
7500.0 	: 70.58827484018803 	 ... Pass? False
7600.0 	: 59.69755932549817 	 ... Pass? False
7700.0 	: 58.34608326788447 	 ... Pass? False
7800.0 	: 59.17670476814153 	 ... Pass? False
7900.0 	: 59.58720720859489 	 ... Pass? False
8000.0 	: 59.305231948354496 	 ... Pass? False
8100.0 	: 60.06326479072747 	 ... Pass? False
8200.0 	: 67.52272310014959 	 ... Pass? False
8300.0 	: 68.31238981845867 	 ... Pass? False
8400.0 	: 73.93166373397578 	 ... Pass? False
8500.0 	: 70.12165264424208 	 ... Pass? False
8600.0 	: 57.85296506672949 	 ... Pass? False
8700.0 	: 65.37561016216684 	 ... Pass? False
8800.0 	: 67.94157345698181 	 ... Pass? False
8900.0 	: 97.93616157513296 	 ... Pass? False
9000.0 	: 59.68816388291657 	 ... Pass? False
9100.0 	: 60.700815672644964 	 ... Pass? False
9200.0 	: 61.197705445683496 	 ... Pass? False
9300.0 	: 57.32337255072296 	 ... Pass? False
9400.0 	: 55.85056801407363 	 ... Pass? False
9500.0 	: 50.37792224907659 	 ... Pass? False
9600.0 	: 50.785456634823106 	 ... Pass? False
9700.0 	: 52.57850620674335 	 ... Pass? False
9800.0 	: 51.32392744354351 	 ... Pass? False
9900.0 	: 43.559775172607424 	 ... Pass? False
10000.0 	: 39.02068065008635 	 ... Pass? False
10100.0 	: 33.84772978477238 	 ... Pass? False
10200.0 	: 34.02971153009088 	 ... Pass? False
10300.0 	: 34.89272932935957 	 ... Pass? False
10400.0 	: 26.853244692620763 	 ... Pass? False
10500.0 	: 23.5429413196495 	 ... Pass? False
10600.0 	: 21.32700556385028 	 ... Pass? False
10700.0 	: 20.468581798228335 	 ... Pass? False
10800.0 	: 16.746118398530925 	 ... Pass? False
10900.0 	: 21.123544734105174 	 ... Pass? False
11000.0 	: 21.81869603700801 	 ... Pass? False
11100.0 	: 22.85731193512553 	 ... Pass? False
11200.0 	: 25.18253451574453 	 ... Pass? False
11300.0 	: 30.663758387173324 	 ... Pass? False
11400.0 	: 28.703316966061386 	 ... Pass? False
11500.0 	: 24.89027985329851 	 ... Pass? False
11600.0 	: 23.72023802951967 	 ... Pass? False
